page,title,info,intro,href
12,访谈:客户经理转行学Java，入职月薪17K……,作者：管理员   类别：Java开发   日期：2021-06-23 10:55:18   阅读：3434 次   消耗积分：0 分,各位小伙伴，大家好呀~今天给大家介绍几位Java开发方向的小蜗牛们，他们在完成就业后接受了小蜗的采访，分享了自己就业阶段的情况，同时也向学弟学妹们传授了一些学习心得...,http://old.woniuxy.com/note/727
12,资讯:开班开班，本周蜗牛学院成都、武汉、西安又迎来了...,作者：管理员   类别：学院动态   日期：2021-06-23 10:48:25   阅读：3290 次   消耗积分：0 分,各位小伙伴，大家好呀！本周成都、武汉、西安迎来开班，开班合照奉上！成都校区武汉校区西安校区三个校区迎来了不少的小蜗牛们，在热闹的氛围下进行了开班仪式。开班仪式上...,http://old.woniuxy.com/note/726
12,资讯:阿多比线下参观——成都金雅迪印刷公司！,作者：管理员   类别：学院动态   日期：2021-06-22 14:08:24   阅读：2859 次   消耗积分：0 分,俗话说“纸上得来终觉浅，绝知此事要躬行”。 特别是我们从事设计的小伙伴们，我们在往后的工作中会设计数以上千的作品，但是这些作品大多数在我们电脑上呈现，很少...,http://old.woniuxy.com/note/725
13,访谈:月薪7000，入职5天转正，高薪快速转正的方法是？,作者：管理员   类别：学院动态   日期：2021-06-22 12:03:41   阅读：3396 次   消耗积分：0 分,月薪7000！入职5天就转正！听起来不可思议，然而这却是真实存在的。这就是来自阿多比UI设计14班鲜同学的就业故事。鲜同学，毕业于成都**学院艺术设计专业，在阿多比经过...,http://old.woniuxy.com/note/724
13,资讯:注意啦！7月1日阿多比UI设计即将全新升级！,作者：管理员   类别：学院动态   日期：2021-06-22 11:59:58   阅读：2760 次   消耗积分：0 分,各位小多比好呀~早前我们发布通知，关于阿多比涨价的公告，详情可戳：《阿多比设计学院|课程升级涨价重磅来袭》。那么此次涨价后我们有哪些变化呢？今天就来给大家讲一下:...,http://old.woniuxy.com/note/723
13,原理:Web前端学科总监干货分享|函数防抖和节流,作者：管理员   类别：Web前端   日期：2021-06-17 14:21:29   阅读：2893 次   消耗积分：0 分,徐超波：蜗牛学院前端学科总监，全栈工程师，四川大学本科。从事IT行业8年有余，积累了丰富的软件开发、项目管理经验。精通Java、前端以及Python技术，H5开发经验丰富。...,http://old.woniuxy.com/note/722
13,漫谈:初级程序员，如何在面试中过五关斩六将，拿到高薪...,作者：管理员   类别：测试开发   日期：2021-06-17 11:48:51   阅读：2904 次   消耗积分：0 分,对于很多转行过来学IT的小伙伴来说，每次的面试都非常重要，为面试也做了不少准备，但偶尔还是会被“面试造火箭”这样的事态给吓胆怯了。投递简历没人看？笔试没公司邀？...,http://old.woniuxy.com/note/721
13,资讯:蜗牛学院测试方向又开新班了，这次班上男女比例如...,作者：管理员   类别：学院动态   日期：2021-06-17 11:26:48   阅读：2724 次   消耗积分：0 分,各位小伙伴，大家好呀~今天蜗牛学院重庆校区又迎来了开班，上次Java开班一位小姐姐都没有，今天测试开班情况如何呢？来看看现场的开班情况吧~在此说明一点，蜗牛学院六个...,http://old.woniuxy.com/note/720
13,资讯:76期Java班全员就业最高月薪12000元，平均月薪...,作者：管理员   类别：学院动态   日期：2021-06-17 10:56:45   阅读：2600 次   消耗积分：0 分,各位小伙伴，大家好呀~对于很多小蜗牛来说，5月份是验收他们学习成果的月份，成都校区Java76期的学员迎来了就业阶段，在这一个月的时间里班上全员完成就业，平均月薪815...,http://old.woniuxy.com/note/719
13,访谈:事实证明做选择与努力同样重要，从毫无竞争优势到...,作者：管理员   类别：学院动态   日期：2021-06-10 12:12:15   阅读：2961 次   消耗积分：0 分,大家好呀~今天给大家分享蜗牛学院天府校区测试班的一位小蜗牛。国同学，2020年毕业于辽宁**大学计算机科学与技术专业，作为一个北方boy却非常向往南方的生活，于是毕业后...,http://old.woniuxy.com/note/718
13,资讯:滴！蜗牛学院5月就业喜报来啦！最高年薪23.4万！,作者：管理员   类别：学院动态   日期：2021-06-10 11:48:53   阅读：2683 次   消耗积分：0 分,大家好呀~恍恍惚惚，2021年已经来到了6月份，在金三银四阶段不少学员都拿到了offer开始了工作，不知道同学们是否已经完全适应了工作状态。错过金三银四5月份依旧有不少...,http://old.woniuxy.com/note/717
13,资讯:蜗牛学院惊喜618活动，上门得好礼，折扣享不停！,作者：管理员   类别：学院动态   日期：2021-06-10 11:39:09   阅读：2357 次   消耗积分：0 分,各位小伙伴，大家好呀~6月对普通消费者来说是“剁手”的月份，但对很多想学IT的小伙伴来说是一个省钱的月份。618活动很多平台已陆续开始，小伙伴们肯定也发现了各平台折...,http://old.woniuxy.com/note/716
13,访谈:集美貌与智慧于一身的美少女程序媛，高薪就业啦！,作者：管理员   类别：Java开发   日期：2021-06-03 11:40:33   阅读：2755 次   消耗积分：0 分,随着互联网产业的发展，越来越多的女性投入到IT行业做程序员，她们的能力并不弱于男性，甚至部分女性比男性做得更好。在程序员、工程师这些广为人知的IT岗位上，女生越来...,http://old.woniuxy.com/note/715
14,资讯:​成都、武汉、西安新班开课，上海校区新场地首次...,作者：管理员   类别：学院动态   日期：2021-06-03 11:19:49   阅读：2643 次   消耗积分：0 分,大家好呀~本周咱们蜗牛学院成都、武汉、西安、上海校区又迎来了开班~开班大合照武汉校区成都校区西安校区在此小蜗还要多提一嘴，蜗牛六个校区基本每月至少有一次开班，只...,http://old.woniuxy.com/note/714
14,资讯:蜗牛学院员工家属接连离职，真相惊呆各位小伙伴！,作者：管理员   类别：学院动态   日期：2021-06-03 10:35:41   阅读：2566 次   消耗积分：0 分,各位小伙伴，大家好呀~近段时间，蜗牛学院内部邮箱频繁收到员工申请培训的通知，小蜗点开一看……（以上仅部分截图）好家伙，大家都辞职转行过来学IT了！学IT被真香了？了...,http://old.woniuxy.com/note/713
14,访谈:坐标成都，普通本科院校应届毕业，月薪7K+合理吗...,作者：管理员   类别：Java开发   日期：2021-05-25 14:18:48   阅读：3047 次   消耗积分：0 分,哈喽，大家好呀~在分享蜗牛学院学员就业情况之前，小蜗有几个问题想问问我们的应届生小伙伴们！⚫大学毕业后会找本专业工作吗？⚫大学毕业后有明确的职业目标吗？⚫清楚自...,http://old.woniuxy.com/note/712
14,资讯:什么？重庆校区Java开班，一位小姐姐都没有？,作者：管理员   类别：学院动态   日期：2021-05-25 14:06:26   阅读：2567 次   消耗积分：0 分,各位小伙伴，大家好呀~近日重庆校区迎来了61期Java开班，小蜗第一时间点开了合照，发现……啊啊啊，没有一位小姐姐……虽然……但是……，开班仪式还是正常进行了（还是...,http://old.woniuxy.com/note/711
14,资讯:蜗牛学子走出培训基地走进企业，开展了技能提升项...,作者：管理员   类别：测试开发   日期：2021-05-25 12:18:28   阅读：2419 次   消耗积分：0 分,各位小伙伴，大家好呀~上周蜗牛学院不仅迎来了多个校区开班，还迎来了与企业的项目合作。5月17日，天府校区测试班79期和80期的全体同学都参与到了名为《科隆化学化工品电...,http://old.woniuxy.com/note/710
14,访谈:零基础入学，就业阶段手握8个offer，最高offer...,作者：管理员   类别：Java开发   日期：2021-05-19 10:46:24   阅读：3714 次   消耗积分：0 分,各位老铁，大家好呀~今天给大家分享蜗牛学院上海校区Java班一位小蜗牛。他2016年毕业于中国**大学，电子信息专业，2020年8月底来到蜗牛学院转行学Java，在蜗牛学院学习...,http://old.woniuxy.com/note/709
14,资讯:第三届全国项目大赛结果已出，30000+现金奖励花...,作者：管理员   类别：学院动态   日期：2021-05-19 09:52:41   阅读：2519 次   消耗积分：0 分,激动人心的时刻，蜗牛学院第三届全国项目大赛在上周已圆满结束，在所有参赛队伍以及项目导师的努力下，入围决赛的队伍都交出了满意的答卷。经过层层角逐、专家评分、大众评...,http://old.woniuxy.com/note/708
14,资讯:蜗牛学院成都、西安、上海校区及阿多比设计学院同...,作者：管理员   类别：学院动态   日期：2021-05-18 17:39:37   阅读：2899 次   消耗积分：0 分,各位小伙伴，大家好呀~本周，咱们蜗牛学院成都、西安、上海校区及阿多比设计学院同步开班啦，迎来了不少的小蜗牛们！奉上大合照成都校区上海校区西安校区阿多比设计学院如...,http://old.woniuxy.com/note/707
14,资讯:蜗牛学院上海校区即将迁入世纪大道，神秘大礼等你...,作者：管理员   类别：学院动态   日期：2021-05-10 17:51:23   阅读：4320 次   消耗积分：0 分,各位老铁，大家好呀~经过9个月的筹划，我带着激动的心情给大家来个正式官宣：@所有人，我们上海校区要搬家啦！蜗牛学院上海校区经过坎坷的2020年，决心在2021年来个彻底...,http://old.woniuxy.com/note/706
14,访谈:月薪11000！前端班的小姐姐告诉你她的学习秘籍,作者：管理员   类别：学院动态   日期：2021-04-25 16:58:56   阅读：2906 次   消耗积分：0 分,大家好呀~今天给大家分享蜗牛学院成都校区Web前端班的一位小蜗牛。宁同学，2019年毕业于上海市的**师范大学信息管理与信息系统专业，毕业后一直在外包行业从事招聘专员的...,http://old.woniuxy.com/note/705
15,资讯:项目竞赛先探！阿多比的小伙伴已经蓄势待发！,作者：管理员   类别：学院动态   日期：2021-04-25 10:56:43   阅读：2448 次   消耗积分：0 分,嘀嘀嘀~大家好呀~还记得拥有“30000+现金奖励！”的蜗牛学院第三届全国项目竞赛吗？3月，在蜗牛创想成立6周年之际，蜗牛学院举办第三届全国项目竞赛。本次项目大赛联合U...,http://old.woniuxy.com/note/704
15,资讯:蜗牛学院原创系列教材被109所高校采购,作者：强官涛   类别：学院动态   日期：2021-04-13 09:49:14   阅读：2945 次   消耗积分：0 分,有这样一批书籍，被百余所高校选为教材，有数万名学生通过这4本教材，敲开了IT行业的大门！没错，这批书籍就是蜗牛学院原创教材！JavaEE企业级框架开发实战教程Spring ...,http://old.woniuxy.com/note/703
15,资讯:蜗牛学院天府、重庆、西安、武汉四大校区同步开班...,作者：强官涛   类别：学院动态   日期：2021-04-13 09:44:55   阅读：2763 次   消耗积分：0 分,大家好呀~今天，咱们天府、重庆、西安、武汉四校区同步开班，迎来了好多的新朋友。先看大合照~天府校区西安校区武汉校区重庆校区看着开班照片彦姐非常感慨啊，选择IT行业...,http://old.woniuxy.com/note/702
15,访谈:3只小蜗牛顺利转行，每个人的月薪都超过10K,作者：强官涛   类别：学院动态   日期：2021-04-07 10:01:54   阅读：2850 次   消耗积分：0 分,好久没有和大家分享上海校区的就业信息了~今天就一次和大家分享3位小蜗牛：兰同学、胡同学和张同学，都是上海校区测试33期的毕业生，现在已经顺利入职，快来一起听一听他...,http://old.woniuxy.com/note/701
15,资讯:西安校区首期Web前端班开班啦！这次男女平衡了…...,作者：强官涛   类别：学院动态   日期：2021-04-07 09:50:45   阅读：2457 次   消耗积分：0 分,大家好呀~就在3月31日，期待已久的蜗牛学院西安校区首期Web前端班，正式开班啦！还记得上期推文最后的彩蛋吗~西安校区首期 Web前端班能摆脱“和尚班”的title吗？锵锵...,http://old.woniuxy.com/note/700
15,访谈:化工转行Java开发，小哥入职月薪13K！,作者：强官涛   类别：学院动态   日期：2021-03-29 14:20:00   阅读：2841 次   消耗积分：0 分,各位老铁~大家好呀~今天给你们分享蜗牛学院西安校区Java开发方向的一位学员故事。小赵同学，化工相关行业转行Java开发，入职月薪13K！小赵同学引以为憾的男女比例不均问...,http://old.woniuxy.com/note/699
15,资讯:30000+现金奖励！这个发钱的竞赛又开始了！,作者：强官涛   类别：学院动态   日期：2021-03-29 14:12:57   阅读：2674 次   消耗积分：0 分,为了进一步提升学员的项目实战能力，团队合作能力；同时为各个校区的讲师、学员提供更多沟通和交流的机会，为项目导师提供一个发挥自己能力的舞台。在蜗牛创想成立6周年之...,http://old.woniuxy.com/note/698
15,访谈:打造网安尖兵！马特里卡联手启明星辰开展实操课程,作者：强官涛   类别：PHP开发   日期：2021-03-24 10:33:15   阅读：2569 次   消耗积分：0 分,随着云计算、移动互联网、大数据、物联网等新技术的持续演进，网络安全形势变得尤为复杂严峻。网络攻击“道高一尺，魔高一丈”，网络安全问题层出不穷，给政府、企事业单位...,http://old.woniuxy.com/note/697
15,资讯:蜗牛创想参与的《网络流量安全分析师》团体标准正...,作者：强官涛   类别：学院动态   日期：2021-03-24 10:29:44   阅读：2373 次   消耗积分：0 分,为贯彻落实国务院《国务院关于深化标准化工作改革方案的通知》（国发〔2015〕13号）、国家标准化委员会和民政部关于印发《团体标准管理规定》的通知（国标委联〔2019〕1...,http://old.woniuxy.com/note/696
15,访谈:“为什么在你们蜗牛学院培训，还要让我‘留级’？...,作者：强官涛   类别：学院动态   日期：2021-03-23 11:47:15   阅读：2923 次   消耗积分：0 分,最近彦姐收到很多来咨询的同学的留言，有不少同学都在担心蜗牛学院的“留级重修”制度，觉得很有“压迫感”。其实不用太担心，“留级重修”其实是一个“双赢”的好事~你不...,http://old.woniuxy.com/note/695
16,资讯:“蜗牛IT教育”小程序上线，想什么时候学就什么...,作者：强官涛   类别：学院动态   日期：2021-03-23 11:42:19   阅读：2823 次   消耗积分：0 分,后疫情时代在线培训、移动学习已成为大多数人自我提升的不二选则为满足广大学员在线培训学习的需求蜗牛学院集多年培训经验沉淀“蜗牛IT教育”官方微信小程序强势上线无需...,http://old.woniuxy.com/note/694
16,漫谈:应届漂亮小姐姐，室内设计转行软件测试，月薪7K+,作者：强官涛   类别：学院动态   日期：2021-03-23 10:36:25   阅读：2811 次   消耗积分：0 分,各位老铁大家好呀~今天给大家分享蜗牛学院天府校区软件测试班的一位小蜗牛。小蜗牛——小孙同学，是2020年的应届生，普通本科，从天府校区软件测试班毕业后，顺利入职了成...,http://old.woniuxy.com/note/693
16,资讯:蜗牛创想4大校区，又双叒叕同日开班啦！,作者：强官涛   类别：学院动态   日期：2021-03-17 11:40:07   阅读：2792 次   消耗积分：0 分,各位老铁，大家好~本周一除了是3·15消费者权益日，还是成都、重庆、西安、上海四大校区同步开班的日子，我们又迎来了好多的新朋友。和往常一样——开班当天，首先由各校区...,http://old.woniuxy.com/note/692
16,资讯:网安1期全员就业！虽然过程不易，但结果还算美丽...,作者：强官涛   类别：学院动态   日期：2021-03-17 11:17:48   阅读：2786 次   消耗积分：0 分,各位老铁，大家好~今天给大家分享网络安全第一期班的就业喜报。网络安全是我们面授课程中2020年新增设的第五个方向，之前的其他四个方向分别是Java全栈，Python自动化测...,http://old.woniuxy.com/note/691
16,资讯:6周年 | 蜗牛创想邀您一起走进下一个5年,作者：强官涛   类别：学院动态   日期：2021-03-17 09:57:25   阅读：3547 次   消耗积分：0 分,今天这篇文章来自蜗牛创想CEO邓强，在这个特殊的日子里（蜗牛创想六周年），强哥发布了未来五年蜗牛创想战略规划：将战略核心从“积累”转变到“开放”。同时还宣布小程序...,http://old.woniuxy.com/note/690
16,资讯:蜗牛创想助力 | 四川省计算机学会团体标准通过专...,作者：管理员   类别：网络安全   日期：2021-03-11 18:30:14   阅读：2161 次   消耗积分：0 分,为贯彻落实国务院《国务院关于深化标准化工作改革方案的通知》（国发〔2015〕13号）、国家标准化委员会和民政部关于印发《团体标准管理规定》的通知（国标委联〔2019〕1...,http://old.woniuxy.com/note/689
16,资讯:蜗牛学院：用实际行动致敬人民子弟兵，感恩你们负...,作者：管理员   类别：学院动态   日期：2021-03-04 16:02:57   阅读：2757 次   消耗积分：0 分,有一种燃叫中国军队有一种帅叫中国军人战争时代他们舍生忘死保卫祖国和平年代他们永远冲在抢险第一线地动山摇时他们不顾危险从天而降用生命挽救生命洪水肆虐时他们没日没夜...,http://old.woniuxy.com/note/688
16,访谈:从医疗行业转入Web前端，他的入职月薪8K！,作者：管理员   类别：Web前端   日期：2021-03-04 15:39:43   阅读：2917 次   消耗积分：0 分,各位老铁，大家好~今天给大家分享蜗牛学院成都校区Web前端班的一位小蜗牛。吴同学，2018年毕业于江西**学校眼视光技术专业，大学还未毕业时他就在咱们咨询老师那里报了名...,http://old.woniuxy.com/note/687
16,资讯:小蜗牛为了开班，居然想通宵过来占座！,作者：管理员   类别：学院动态   日期：2021-03-03 18:46:56   阅读：2516 次   消耗积分：0 分,昨天晚上，天府校区张老师在工作群发出了这样一句话：随后配上了一张图：涛哥表示，小伙伴好样的，坚持这股认真劲儿，四个多月后肯定高薪就业。各位老铁，在三月的第一天。...,http://old.woniuxy.com/note/686
16,资讯:蜗牛网校正式更名“凡云教育”，2021我们一起拥...,作者：强官涛   类别：学院动态   日期：2021-02-22 17:54:49   阅读：4060 次   消耗积分：0 分,2019年，蜗牛网校全新改革，上线了3.0版本。2020年，蜗牛网校所有课程全面升级，并陆续发布多门直播课程。2021年，蜗牛网校正式更名“凡云教育”，未来我们将以此品牌独...,http://old.woniuxy.com/note/685
17,资讯:蜗牛学院：今日开学，欢迎大家回归“996”,作者：强官涛   类别：学院动态   日期：2021-02-22 17:46:59   阅读：2375 次   消耗积分：0 分,至尊宝说得对欢乐的时光总是短暂的所以每年的春节假期我们都觉得一晃而过似乎还未来得及细品就已经结束了接下来又将投入到新一轮“快乐”的工作“幸福”的学习中去今天蜗牛...,http://old.woniuxy.com/note/684
17,资讯:蜗牛学院近期5大福利汇总，各位老铁请务必查收！,作者：强官涛   类别：学院动态   日期：2021-02-22 17:38:32   阅读：2771 次   消耗积分：0 分,各位小伙伴，大家好~春节已过，你是开工了呢？还是正在准备另谋出路呢？不管当下如何，涛哥在此都祝你2021万事顺意，大发特发~同时。今天涛哥也重新梳理了蜗牛学院近期的...,http://old.woniuxy.com/note/683
17,漫谈:转行测试，就业阶段他收到了5份offer，均薪14K+,作者：强官涛   类别：学院动态   日期：2021-02-22 17:34:26   阅读：2637 次   消耗积分：0 分,各位老铁，大家好~春节假期结束，不知不觉就到了2月尾声，接下来就是工作、工作、再工作了~今天给大家分享蜗牛学院上海校区测试开发班的一位学员，他2016年毕业于武汉**...,http://old.woniuxy.com/note/682
17,资讯:蜗牛学院2020年就业报告来袭，你想知道的都在这...,作者：强官涛   类别：学院动态   日期：2021-02-04 15:04:06   阅读：3130 次   消耗积分：0 分,各位老铁，大家好~2020年已成功结束，这一年受疫情影响，蜗牛学院走得艰难，但这一年我们的就业数据却还不错，无论是薪资还是就业率都呈一个稳定增长的趋势。现附上蜗牛学...,http://old.woniuxy.com/note/681
17,资讯:蜗牛学院西安校区首期Web前端班，3月31日正式开...,作者：强官涛   类别：学院动态   日期：2021-02-04 14:54:54   阅读：2266 次   消耗积分：0 分,各位老铁，大家好~今天涛哥给大家带来了一个巨巨巨巨大的好消息自2021年3月31日起，我们西安校区面授课程将新增一个学科方向——Web前端。未来，想要学习Web前端的小伙...,http://old.woniuxy.com/note/680
17,访谈:学员致信 | 阿多比设计学院最真实的模样！,作者：强官涛   类别：学院动态   日期：2021-02-04 14:54:51   阅读：2155 次   消耗积分：0 分,时光荏苒，转眼一期又一期的学员们毕业了，纷纷踏入职场。在阿多比设计学院生活了近5个月的学员们，基本都实现了最初入学时自己给自己制定的目标，同时阿多比设计学院也完...,http://old.woniuxy.com/note/679
17,访谈:周五被救护车拉走，周六还想着回来考试的他就业了...,作者：强官涛   类别：学院动态   日期：2021-02-04 14:44:04   阅读：2553 次   消耗积分：0 分,各位老铁，大家好~今天给大家分享蜗牛学院上海校区Java开发班一位学员的转行故事。 余同学，2017年毕业于江**大学，机械工程专业。大学毕业后他进入了一家国企工...,http://old.woniuxy.com/note/678
17,原理:HttpRunner框架的初体验（六）,作者：周海峰   类别：测试开发   日期：2021-01-28 14:57:24   阅读：2462 次   消耗积分：0 分,深入研究： 解决响应正文中数据类型与预期不一致导致的断言不通过。       在完成前面基本使用的时候，发现了一些问题。比如登录时，yaml文件...,http://old.woniuxy.com/note/677
17,原理:HttpRunner框架的初体验（五）,作者：周海峰   类别：测试开发   日期：2021-01-27 18:15:10   阅读：2452 次   消耗积分：0 分,继续：2.自动生成httprunner的python代码：    运行完成yaml/json文件后，会在当前目录中，看到自动生成的httprunner的python文件login_test.py#...,http://old.woniuxy.com/note/676
17,原理:HttpRunner框架的初体验（四）,作者：周海峰   类别：测试开发   日期：2021-01-27 18:14:23   阅读：2421 次   消耗积分：0 分,继续：    b) 生成测试用例    使用har2case命令：    生成yaml文件：har2case login.har -2y    生成json...,http://old.woniuxy.com/note/675
18,原理:HttpRunner框架的初体验（三）,作者：周海峰   类别：测试开发   日期：2021-01-27 18:02:09   阅读：2478 次   消耗积分：0 分,继续：    3）如何生成上面的测试用例。    httprunner框架提供一种快速生成用例的方式，可以在抓包工具中直接导出har文件，再通过相应的命...,http://old.woniuxy.com/note/674
18,原理:HttpRunner框架的初体验（二）,作者：周海峰   类别：测试开发   日期：2021-01-27 17:59:14   阅读：2482 次   消耗积分：0 分,特点：    httprunner引入了全新的框架运行方式，不仅可以使用python代码来运行，还可以使用操作文件的命令。    1.新的脚本编写和运行方式...,http://old.woniuxy.com/note/673
18,原理:HttpRunner框架的初体验（一）,作者：周海峰   类别：测试开发   日期：2021-01-27 17:51:07   阅读：2812 次   消耗积分：0 分,简介：    httprunner是2018年推出的一款可以用于接口、性能测试的框架，该框架是在requests库、pytest框架和locust库进行的二次封装。  &nbsp...,http://old.woniuxy.com/note/672
18,资讯:企校一体化联合实训，企业导师用商业项目助力蜗牛...,作者：强官涛   类别：学院动态   日期：2021-01-26 10:03:06   阅读：2368 次   消耗积分：0 分,所有人都知道，IT是一个高薪行业。但同时大家也明白，IT行业除了高薪，还伴随着高危与高压。IT人只要稍不努力，亦或是原地踏步，就能很快被后浪拍倒在沙滩上。所以，为了...,http://old.woniuxy.com/note/671
18,访谈:武汉校区10期Java开发班全员就业，最高薪资15K...,作者：强官涛   类别：学院动态   日期：2021-01-26 09:57:44   阅读：2531 次   消耗积分：0 分,各位老铁，大家好~今天给大家分享蜗牛学院武汉校区10期Java开发班的学员喜报。本班一共22人，最高薪资15000元，平均薪资8780元，10000元及以上薪资的有11人，占班级总...,http://old.woniuxy.com/note/670
18,资讯:暂停晚自习的这一个月里，小蜗牛们都在怎么“嗨”...,作者：强官涛   类别：学院动态   日期：2021-01-26 09:54:02   阅读：2205 次   消耗积分：0 分,各位老铁，大家好~由于冬天气温较低，加上疫情发展的不确定性，为了保障学员的个人健康，所以2021年1月1日起，蜗牛学院全国校区暂停了晚自习。涛哥以为，不上晚自习的日...,http://old.woniuxy.com/note/669
18,访谈:对于程序员而言，35岁真的是道坎儿吗？,作者：强官涛   类别：学院动态   日期：2021-01-22 17:22:19   阅读：2086 次   消耗积分：0 分,在百度搜索框输入“35岁程序员”这几个字，随后，系统自动显示出了以下内容：如此看来，似乎很多人都对程序员35岁以后的职业生涯充满不确定性。再加上，近两年各大企业的...,http://old.woniuxy.com/note/668
18,资讯:网络安全主要有哪些工作岗位？,作者：强官涛   类别：网络安全   日期：2021-01-22 17:19:23   阅读：2011 次   消耗积分：0 分,近几年，随着网络安全被列为国家安全战略的一部分，这个曾经的细分领域发展速度提升了不少，除了一些传统安全厂商之外，越来越多的互联网公司开始投入安全行业，随之而来也...,http://old.woniuxy.com/note/667
18,资讯:蜗牛学院：春节前最后一期班，正式开课啦！,作者：强官涛   类别：学院动态   日期：2021-01-19 10:31:12   阅读：2078 次   消耗积分：0 分,各位老铁，大家好~距离春节已不足一月，你是已经在老家沐浴阳光了、还是仍然坚守在工作岗位上呢。今天，咱们蜗牛学院成都、天府、重庆、武汉四校区同步开班，迎来了春节前...,http://old.woniuxy.com/note/666
18,资讯:2016年毕业，从电子信息转行Web前端，他的入职...,作者：强官涛   类别：学院动态   日期：2021-01-19 10:20:29   阅读：1709 次   消耗积分：0 分,各位老铁，大家好~今天给你们分享蜗牛学院Web前端方向的一位学员故事。王同学，2016年毕业于西安**学院，电子信息专业。大学毕业后他先是进入了银行工作，后来又去到一家...,http://old.woniuxy.com/note/665
19,资讯:学习玩耍两不误，小蜗牛们的“培训”日常~,作者：强官涛   类别：学院动态   日期：2021-01-14 11:03:05   阅读：1997 次   消耗积分：0 分,在蜗牛学院学习，除了日常上课，我们还有不定时突击的“晨考”。每周的周考。每一阶段的阶段考。当然，除了学习，我们还会带领大家玩一些团队建设的活动。上周，天府校区7...,http://old.woniuxy.com/note/664
19,访谈:蜗牛网校:人均月薪8389元，只要你愿意付出，就一...,作者：强官涛   类别：学院动态   日期：2021-01-14 10:51:20   阅读：1922 次   消耗积分：0 分,各位老铁，大家好不知不觉距离春节又进了一步~涛哥相信，今年绝大多数人不是在思考如何抢票的问题，而是在纠结要不要回家的问题。全国各地已出台相关政策，鼓励大家留在工...,http://old.woniuxy.com/note/663
19,访谈:从空乘专业转行软件测试，这位姑娘的入职月薪11K...,作者：强官涛   类别：学院动态   日期：2021-01-08 17:40:40   阅读：1923 次   消耗积分：0 分,各位老铁，大家好~今天给大家分享上海校区29期测试开发班一位学员的故事。黄同学，2018年毕业于黑龙江**学院空乘专业，大学毕业后她并未从事本专业，而是先在某招聘平台...,http://old.woniuxy.com/note/662
19,资讯:考研的朋友请注意，蜗牛创想为你送上一份定制福利...,作者：强官涛   类别：学院动态   日期：2021-01-08 17:38:10   阅读：2392 次   消耗积分：0 分,各位老铁，大家好近日，蜗牛创想发布了一则重要通知。如下：看完以上内容，我相信各位小伙伴已经完全明白这是一件什么样的事情了吧~简单来说就是蜗牛创想为社会上所有参加...,http://old.woniuxy.com/note/661
19,漫谈:10个小技巧，蜗牛学院教你如何从一份招聘信息中...,作者：强官涛   类别：学院动态   日期：2021-01-08 17:35:34   阅读：2026 次   消耗积分：0 分,每一个职场人在应聘过程中或多或少都会遇到一些问题，比如：明明应聘的A岗位，去了之后却让你去做B岗位；明明写的是薪资5-8K，去了之后才说底薪2K、绩效3K；明明写的是招...,http://old.woniuxy.com/note/660
19,访谈:0基础转行UI，毕业后入职底薪8K，他做到了！,作者：强官涛   类别：学院动态   日期：2020-12-22 16:21:52   阅读：3305 次   消耗积分：0 分,今天就给大家分享下毕业学员就业情况！无任何演绎成分，从被采访学员表情和语言重复、语言结巴可以验证。本想剪辑得更完美，可想想那就不真实了。至于技术问题，enmm......,http://old.woniuxy.com/note/659
19,资讯:冬至佳节，蜗牛学院四校区同步开新班啦~,作者：强官涛   类别：学院动态   日期：2020-12-22 10:53:55   阅读：2795 次   消耗积分：0 分,各位老铁，大家好~昨日冬至，当大家都在忙着过节时，蜗牛学院成都、重庆、西安、上海四校区却在忙着开新班~~~各个校区也在昨日上午为大家举办了热烈的开班仪式，主持人给...,http://old.woniuxy.com/note/658
19,访谈:西安校区32期Java开发班全员就业，最高薪资15K...,作者：强官涛   类别：学院动态   日期：2020-12-22 10:42:15   阅读：2332 次   消耗积分：0 分,各位老铁，大家好~今天这份就业喜报来自西安校区32期Java开发班，本班最高薪资15000元，平均薪资8150元。详细就业信息如下，为保护学员个人隐私，姓名和入职企业做了适...,http://old.woniuxy.com/note/657
19,资讯:毕业学员与合作企业纷纷到校招聘，有硬技术就有大...,作者：强官涛   类别：学院动态   日期：2020-12-22 10:37:50   阅读：2446 次   消耗积分：0 分,各位小伙伴，大家好~熟悉我们的朋友都知道，蜗牛学院的面授课程是提供就业服务的，而且会白纸黑字将其写入合同之中。那么，学完课程之后大家到底如何就业呢？其实很简单：...,http://old.woniuxy.com/note/656
19,漫谈:当我们说测试很难的时候，究竟在说什么？,作者：强官涛   类别：学院动态   日期：2020-12-22 10:34:44   阅读：2442 次   消耗积分：0 分,今天的这篇文章来自蜗牛网校校长卿淳俊老师。蜗牛学院资深讲师，15年测试开发及项目管理经验，认证敏捷项目Scrum Master，精通各种测试及开发工具、框架的设计和实现，...,http://old.woniuxy.com/note/655
20,漫谈:一文科普：IT行业中前后端之间的“难与易”、“...,作者：强官涛   类别：学院动态   日期：2020-12-15 10:40:49   阅读：2781 次   消耗积分：0 分,很多外行人在考虑转行IT时，都会出现以下这样的纠结：做前端还是后端？哪一个更好？哪一个更有发展前景？哪一个薪资更高？哪一个比较容易学？……Emmm~其实，想要在IT技...,http://old.woniuxy.com/note/654
